iter	Logloss
595	0.2744545937
596	0.2742244148
597	0.274038353
598	0.2738302612
599	0.2736394501
600	0.2731601715
601	0.2729262924
602	0.2726546478
603	0.2723984909
604	0.2722545815
605	0.2719987869
606	0.2717808342
607	0.2715122604
608	0.2713794708
609	0.2711717987
610	0.2709740448
611	0.2707003593
612	0.2705038071
613	0.2703832626
614	0.2701411629
615	0.2700154114
616	0.2698493195
617	0.2697304344
618	0.2691827965
619	0.2689185333
620	0.2687072372
621	0.2685167313
622	0.2683277893
623	0.2681472778
624	0.2678507996
625	0.2677611542
626	0.2676231194
627	0.2673962402
628	0.2672944069
629	0.2670293999
630	0.2667211342
631	0.2666423225
632	0.2664802361
633	0.2662706375
634	0.2659664536
635	0.265733223
636	0.2654732132
637	0.2651410866
638	0.265021801
639	0.2648442078
640	0.2647369766
641	0.2645937729
642	0.2643125916
643	0.2641188812
644	0.2639930534
645	0.2638976479
646	0.2636184883
647	0.2633034325
648	0.2631951714
649	0.2630337143
650	0.2628095055
651	0.2626943588
652	0.2624670792
653	0.2620521927
654	0.2619270134
655	0.2615555382
656	0.2614157295
657	0.2612007332
658	0.2608036423
659	0.2606132126
660	0.2603581429
661	0.2601334763
662	0.2599796295
663	0.2598568726
664	0.2597421646
665	0.2594684219
666	0.2592721558
667	0.2591401291
668	0.2589456558
669	0.2588736153
670	0.2585432053
671	0.2584871674
672	0.2583839798
673	0.2581982422
674	0.2579061508
675	0.2576247787
676	0.2575537682
677	0.2574093246
678	0.2571912956
679	0.2569877052
680	0.2568980408
681	0.2563563538
682	0.2562150955
683	0.2560437584
684	0.2558644104
685	0.2556505775
686	0.2555064774
687	0.2552454567
688	0.2551298523
689	0.2548445892
690	0.2545531082
691	0.2543026733
692	0.2541657639
693	0.2539208984
694	0.2537314415
695	0.2533775139
696	0.2532389832
697	0.2530910492
698	0.2529319763
699	0.2528132057
700	0.2525562286
701	0.2524075317
702	0.2523300362
703	0.2521951294
704	0.2519478607
705	0.2516364288
706	0.2513891411
707	0.2512051964
708	0.2510777283
709	0.2509044266
710	0.2507262802
711	0.2506585693
712	0.2504004097
713	0.2502095795
714	0.2500307083
715	0.2498591995
716	0.2495734596
717	0.2494684601
718	0.249355011
719	0.2492577934
720	0.2490167999
721	0.2487403107
722	0.2486629105
723	0.2481289673
724	0.2476912689
725	0.2475960541
726	0.2474046516
727	0.2472892952
728	0.2469883347
729	0.2469327164
730	0.2467407799
731	0.2464635277
732	0.246113472
733	0.2459105873
734	0.2458669662
735	0.2457236481
736	0.2454097176
737	0.2453069687
738	0.2451607323
739	0.2449526215
740	0.2445858002
741	0.2444660759
742	0.2442047882
743	0.2440695572
744	0.2439126205
745	0.243709507
746	0.2432526398
747	0.2430141258
748	0.2426555634
749	0.2425533676
750	0.2424038124
751	0.24194067
752	0.2416530609
753	0.2414001274
754	0.2412104797
755	0.2409014511
756	0.2406528854
757	0.2405946732
758	0.2404150963
759	0.2402729225
760	0.2401105499
761	0.2397506332
762	0.2394692802
763	0.2392873573
764	0.2390063667
765	0.238768959
766	0.2387533379
767	0.2383722305
768	0.2382347107
769	0.2380694199
770	0.2377602959
771	0.2376291275
772	0.2375415039
773	0.2374169922
774	0.2372570419
775	0.2371323395
776	0.2369045448
777	0.2366592407
778	0.2364044571
779	0.2362685394
780	0.2361052704
781	0.2359950256
782	0.2357684135
783	0.2355876923
784	0.2353054428
785	0.2350984955
786	0.2348402977
787	0.2347419548
788	0.234521904
789	0.2343417358
790	0.2340857315
791	0.2339176178
792	0.2337627983
793	0.233640976
794	0.2332427979
795	0.2330289841
796	0.2328514481
797	0.2326059723
798	0.2325380707
799	0.2323616791
800	0.2321574783
801	0.23192379
802	0.2316463089
803	0.2314725113
804	0.2314103127
805	0.2312151146
806	0.2311390495
807	0.2310021591
808	0.230770874
809	0.2304997253
810	0.2303022385
811	0.22995121
812	0.2297327805
813	0.2295915222
814	0.2295106888
815	0.2293522453
816	0.2291336441
817	0.2290450096
818	0.2287661552
819	0.2286071014
820	0.2284693909
821	0.2283354187
822	0.2282025528
823	0.2281254196
824	0.2278984642
825	0.2278087997
826	0.2277342987
827	0.2275744247
828	0.2273941803
829	0.2271332932
830	0.226607132
831	0.2263810539
832	0.2262151337
833	0.2260559845
834	0.2257249641
835	0.2255980301
836	0.2253622055
837	0.2251981544
838	0.2250134659
839	0.2249657059
840	0.2248287773
841	0.2246619415
842	0.2245168686
843	0.2243673706
844	0.2242404556
845	0.223931942
846	0.2237517929
847	0.2235441208
848	0.2232843018
849	0.2231105804
850	0.2229184723
851	0.2227752304
852	0.2225373077
853	0.2224624634
854	0.2223892021
855	0.2220389366
856	0.2219810486
857	0.221819191
858	0.2216676903
859	0.2214639091
860	0.2213004875
861	0.2211372185
862	0.2207424355
863	0.2204024124
864	0.2201999664
865	0.2200570679
866	0.2198999596
867	0.2196855545
868	0.2194688416
869	0.21932127
870	0.2191808319
871	0.2191235161
872	0.2190031815
873	0.2187977028
874	0.2187537384
875	0.2184724998
876	0.218109436
877	0.2180022812
878	0.2177280807
879	0.2176849747
880	0.2174349785
881	0.2172323227
882	0.2169421387
883	0.2167372322
884	0.2166119003
885	0.2164556503
886	0.2161685371
887	0.2159346581
888	0.2156658173
889	0.2153681374
890	0.215136795
891	0.2149836159
892	0.2149437332
893	0.2147792053
894	0.214613266
895	0.2145064926
896	0.2143474007
897	0.2139191818
898	0.2137075424
899	0.2135684204
900	0.213371067
901	0.2131659508
902	0.2130553627
903	0.213026619
904	0.212900219
905	0.2128104019
906	0.212422142
907	0.2122687912
908	0.2121194458
909	0.2119430733
910	0.2117447281
911	0.2115272522
912	0.2113597298
913	0.2113559341
914	0.2111878204
915	0.2110480881
916	0.2109205246
917	0.2108982468
918	0.210608902
919	0.2104574203
920	0.2103370094
921	0.2103163147
922	0.2101793861
923	0.2100360489
924	0.2098551178
925	0.2096979332
926	0.2094915199
927	0.2094297409
928	0.2092840195
929	0.2090750504
930	0.2088910103
931	0.2087905502
932	0.2086859894
933	0.2085698891
934	0.2083724594
935	0.2082542038
936	0.2081294823
937	0.2076873779
938	0.2076392365
939	0.2075448036
940	0.2073914909
941	0.2073097992
942	0.2072750473
943	0.2071370506
944	0.2069761848
945	0.2068502045
946	0.206683197
947	0.2065282249
948	0.2064053345
949	0.2062191391
950	0.2059693527
951	0.2059185791
952	0.2057230949
953	0.2056412506
954	0.2055580521
955	0.2054801178
956	0.2053085709
957	0.205103035
958	0.2048591614
959	0.2047300148
960	0.2045915604
961	0.2044894791
962	0.2043590546
963	0.2042381859
964	0.2041176987
965	0.2040707588
966	0.2039377785
967	0.2038201523
968	0.203544178
969	0.203373909
970	0.2032333946
971	0.2030471992
972	0.2028868675
973	0.2027910995
974	0.2026989555
975	0.2025949097
976	0.202386055
977	0.2022253036
978	0.2020376968
979	0.2017185593
980	0.2014813995
981	0.2013306046
982	0.2010106659
983	0.2008207703
984	0.2005965042
985	0.2005156708
986	0.2004819679
987	0.2003196716
988	0.1998960876
989	0.1997044563
990	0.1996087265
991	0.1993528748
992	0.1991882896
993	0.198834343
994	0.1986859131
995	0.1985347366
996	0.1983779144
997	0.1982632446
998	0.198048439
999	0.1977548599
